Name,BL32-1,BL1-6,BL6-34,BL5-12,BL12-11,BL33-11,BL11-16,BL16-31,BL6-5,BA32-1-6,BA1-6-34,BA1-6-5,BA6-5-12,BA5-12-11,BA12-11-33,BA5-6-34,BA33-11-16,BA11-16-31,BA12-11-16,DA32-1-6-34,DA32-1-6-5,DA1-6-5-12,DA5-12-11-33,DA12-11-16-31,DA33-11-16-31,DA6-5-12-11,NB32-34,NB33-31,NB1-34,NB33-16,NMR 32,NMR1,NMR6,NMR34,NMR33,NMR11,NMR12,NMR5,NMR16,NMR31,q32,q1,q6,q34,q33,q11,q12,q5,q16,q31,HOMO,LUMO,VF5-12,VF6-34,VF11-33,VF1-32,VF16-31,VI5-12,VI6-34,VI11-33,VI1-32,VI16-31,L1R1,B1R1,B5R1,L1R2,B1R2,B5R2,L1R3,B1R3,B5R3,L1R4,B1R4,B5R4,Area, Vol,PSA, Ovality,MW,dipolemoment,RCx,RCy,RCz,BL12-16S,NMR12-S,NMR16-S,q12-S,q16-S,HOMO-S,LUMO-S,VF12-16S,VI12-16S,Area-S, Vol-S,PSA-S, Ovality-S,MW-S,dipolemoment-S,RCx-S,RCy-S,RCz-S,%ee
R195,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,39.71,79.16,0.14,-0.45,-0.28,-0.02,1740.73,100.69,235.73,213.6,25.51,1.36,229.2,3.31,1.15,0.25,0.23,87
R243,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.29,0.1,54.9,0.43,-0.68,-0.29,-0.06,1748.75,515.14,264.41,243.43,14.12,1.4,252.14,16.87,0.51,0.3,0.21,87
R297,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,15.26,-112.57,0.33,-0.48,-0.27,-0.01,1756.86,378.83,240.71,226.13,5.88,1.34,195.26,2.59,2,0.27,0.25,87
R340,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.36,88.59,26.76,-0.45,0.27,-0.29,-0.01,1708.91,128.94,249.52,219.15,39.99,1.42,199.25,9.51,0.8,0.48,0.32,87
R226,1.49,1.43,1.38,1.49,1.38,1.36,1.44,1.49,1.38,120.02,118.38,121.94,120.1,120.23,123.64,119.54,114.79,122.14,121.49,6.16,178.26,175.58,5.46,173.14,9.92,79.75,2.83,2.81,2.41,2.36,43.03,42.76,29.13,235.07,222.47,35.5,62.22,57.72,48.74,44,-0.06,-0.08,0.37,-0.81,-0.81,0.37,-0.1,-0.08,-0.07,-0.06,-0.25,-0.01,1113.68,1285,1285,1337.08,1337.08,3.74,98.12,98.12,17.66,17.66,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,762.46,845.38,6.56,1.76,806.88,1.18,0.06,0.04,0.04,1.35,47.14,61.96,-0.16,0.02,-0.26,-0.03,1740.44,137.55,279.99,256.57,51.76,1.43,249.27,4.08,0.86,0.2,0.17,87.2
R99,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.35,10,69.71,0.11,-0.42,-0.32,0,1728.57,400.13,208.65,177.93,53.27,1.36,172.18,5.57,2.7,0.3,0.29,88
R133,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.39,117.82,122.55,118.62,119.08,120.68,119.62,117.82,118.14,122.13,0.06,178.8,178.33,0.62,177.55,0.22,52.28,2.59,2.57,2.39,2.38,23.34,62.07,35.57,146.05,167.21,33.81,60.05,58.99,60.5,23.25,0.27,-0.28,0.32,-0.83,-0.83,0.33,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.67,1252.37,1252.37,3235.76,3237.19,99.89,154.52,154.52,4.27,4.58,2,1,1,8.84,1.47,3.89,4.93,1.35,7.63,2,1,1,408.26,420.03,15.68,1.51,413.46,2.65,0.24,0.11,0.09,1.34,60.87,46.82,-0.23,0.14,-0.26,0.01,1755.29,52.32,242.74,219.07,23.25,1.38,189.26,4.78,0.86,0.51,0.36,88
R191,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,18.72,-114.96,0.32,-0.47,-0.24,-0.01,1758.98,278.26,289.49,271.07,12.78,1.43,239.32,1.56,1.78,0.14,0.13,88
R261,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,17.93,-118.34,0.33,-0.47,-0.26,-0.01,1767.3,304.6,271.77,253.41,13.29,1.4,225.29,3.47,1.83,0.17,0.17,88
R331,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,5.8,-104.84,0.28,-0.63,-0.26,0,1745.31,153.1,247.28,231.41,37.65,1.36,211.26,2.69,0.88,0.36,0.29,88
R336,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,55.65,53.99,-0.23,-0.02,-0.22,0.02,1763.59,38.41,275.36,257.23,24.1,1.41,233.31,1.35,0.91,0.29,0.24,88
R359,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.47,117.77,122.55,118.5,118.63,120.18,119.65,117.77,118.3,122.3,0.64,178.79,178.7,0.71,178.28,0.65,52.59,2.59,2.58,2.39,2.39,23.35,62.15,35.66,140.62,171.02,34.78,59.36,58.71,60.88,23.38,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1523.48,1386.47,1386.47,3224.64,3230.77,95.25,157.78,157.78,5.26,8.49,2,1,1,6.57,1.35,3.87,4.58,1.35,5.49,2,1,1,354.56,360.63,15.63,1.45,359.37,2.33,0.26,0.2,0.13,1.34,87.83,44.15,-0.49,0.14,-0.27,0,1734.31,52.87,218.94,196.14,21.97,1.34,195.65,3.63,2.11,0.28,0.25,88
R60,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.52,117.94,122.49,118.43,118.56,120.05,119.55,117.94,118.36,122.34,0.22,178.66,178.87,0.51,178.71,0.63,52.79,2.59,2.58,2.39,2.39,23.34,62.04,35.74,141.47,172.69,34.82,59.31,58.56,61.09,23.28,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.26,1384.46,1384.46,3232.51,3223.89,97.91,163.72,163.72,6.73,5.36,2,1,1,9.98,2.57,3.87,5.29,1.35,9.75,2,1,1,434.28,449.7,15.51,1.53,447.47,2.21,0.23,0.08,0.07,1.34,60.87,46.82,-0.23,0.14,-0.26,0.01,1755.29,52.32,242.74,219.07,23.25,1.38,189.26,4.78,0.86,0.51,0.36,89
R157,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,118.99,119.28,121.78,119.46,119.67,123.36,118.94,115.05,117.83,121.46,0.93,178.68,176.98,3.31,179.43,3.3,63.66,2.63,2.52,2.41,2.35,23.73,62,29.15,225.52,227.07,33.37,61.51,60.66,57.44,23.63,0.27,-0.29,0.35,-0.8,-0.81,0.35,-0.09,-0.09,-0.27,0.27,-0.25,-0.02,1100.12,1305.45,1283.34,3214.82,3201.38,54.41,90.96,120.03,6.64,3.51,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,799.25,829.05,6.92,1.87,766.9,1.52,0.06,0.04,0.04,1.34,54.37,54.84,-0.2,0.06,-0.28,-0.06,1749.7,197.38,275,250.58,83.17,1.43,264.24,6.93,0.85,0.17,0.16,89
R249,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,118.99,119.28,121.78,119.46,119.67,123.36,118.94,115.05,117.83,121.46,0.93,178.68,176.98,3.31,179.43,3.3,63.66,2.63,2.52,2.41,2.35,23.73,62,29.15,225.52,227.07,33.37,61.51,60.66,57.44,23.63,0.27,-0.29,0.35,-0.8,-0.81,0.35,-0.09,-0.09,-0.27,0.27,-0.25,-0.02,1100.12,1305.45,1283.34,3214.82,3201.38,54.41,90.96,120.03,6.64,3.51,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,799.25,829.05,6.92,1.87,766.9,1.52,0.06,0.04,0.04,1.35,76.17,58.8,-0.27,0.07,-0.25,-0.02,1759.23,88.96,236.96,208.66,47.66,1.39,209.2,6.32,1.02,0.38,0.29,89
R251,1.08,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.61,117.19,122.28,119.74,119.06,119,120.48,118.03,118.48,122.92,1.27,176.12,175.41,0.13,178.27,1.04,53.33,2.58,2.59,2.38,2.4,22.98,59.54,33.86,155.57,167.37,37.27,56.33,58.48,62.94,23.54,0.26,-0.27,0.34,-0.83,-0.83,0.31,-0.07,-0.08,-0.28,0.27,-0.24,-0.02,1525.11,1255.47,1280.94,3232.38,3231.97,57.18,94.63,162.07,6.55,2.86,2,1,1,11.99,3.24,8.27,7.04,1.35,10.3,2,1,1,682.39,764.67,13.03,1.69,745.8,1.54,0.09,0.04,0.04,1.32,25.07,-84.8,0.23,-0.47,-0.28,-0.06,1697.09,88.06,237.07,227.53,6.3,1.32,205.26,2,1.75,0.28,0.24,89
R300,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,38.81,83.26,0.14,-0.48,-0.26,-0.02,1729.59,134.86,243.64,232.67,24.76,1.33,211.26,3.64,0.76,0.46,0.37,89
R333,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,19.02,-108.1,0.33,-0.48,-0.24,0,1756.62,291.39,327.93,306.51,26.12,1.49,285.34,1.79,0.9,0.11,0.1,89
R1,1.09,1.41,1.41,1.49,1.38,1.38,1.41,1.09,1.38,118.34,116.89,122.54,119.34,118.84,119.29,120.53,118,118.56,122.71,0.16,177.5,176.27,0.83,178.84,0.44,52.98,2.57,2.59,2.38,2.39,23.17,61.47,35.4,144.56,163.01,37.7,59.06,60.05,62.34,23.29,0.28,-0.28,0.32,-0.84,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1522.16,1246.69,1276.42,3234.76,3229.96,80.81,140.03,193.47,2.8,2.64,2,1,1,5.98,1.54,3.76,5.86,1.35,3.87,2,1,1,329.34,337.38,22.35,1.41,346.32,3.19,0.27,0.23,0.14,1.33,49.8,52.44,-0.15,-0.36,-0.33,0,1749.08,25.91,191.37,161.86,39.51,1.33,158.15,1.4,3.49,0.46,0.42,89.2
R14,1.49,1.43,1.38,1.49,1.38,1.37,1.43,1.49,1.38,121.64,119.57,121.48,120.92,119.99,122.68,118.95,116.13,121.88,121.12,3.35,176.31,175,8.63,176.92,6.05,73.41,2.89,2.83,2.42,2.38,44.37,43.26,30.61,226.56,227.11,36,59.5,58.26,44.36,44,-0.06,-0.08,0.36,-0.81,-0.81,0.37,-0.08,-0.08,-0.07,-0.05,-0.25,-0.02,1050.7,1273.16,1284.9,1214.49,1214.49,52.69,216.25,200.12,67.36,67.36,6.33,1.62,4.37,7.48,1.52,6.53,7.48,1.52,6.53,6.33,1.62,4.37,822.27,916.63,6.46,1.8,862.99,0.94,0.05,0.04,0.03,1.34,84.04,38.68,-0.48,0.15,-0.27,0.01,1736.36,157.22,203.2,182.46,23.73,1.31,161.2,4.14,1.7,0.65,0.54,89.4
R223,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.37,117.01,122.63,119.16,118.76,119.34,120.33,117.97,118.51,122.68,1.19,177.2,177.13,0.37,178.8,0.17,52.97,2.57,2.59,2.38,2.39,23.24,61.75,35.45,139.68,159.85,37.25,58.77,0.12,62.2,23.31,0.28,-0.28,0.32,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1523.44,1251.73,1279.56,3232.85,3229.84,89.89,130.68,163.93,1.46,2.7,2,1,1,4.86,1.35,5.88,4.31,1.35,6.33,2,1,1,367.38,374.12,21.11,1.46,374.38,3.27,0.25,0.18,0.12,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,89.4
R4,1.09,1.41,1.38,1.49,1.38,1.39,1.41,1.09,1.38,118.63,118.37,122.98,119.06,120,120.83,118.65,116.35,118.52,122.74,0.71,178.97,178.45,2.9,176.95,0.16,54.04,2.6,2.56,2.4,2.38,23.22,62.45,39.34,142.99,157.14,37.01,59.07,7.96,60.37,25.33,0.28,-0.28,0.3,-0.82,-0.84,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1524.52,1266.49,1242.94,3236.59,3232.51,102.59,406.49,96.26,1.87,2.33,2,1,1,4.15,1.35,6.69,8.63,1.35,5.16,2,1,1,402.6,419.38,22.63,1.49,487.29,2.84,0.22,0.11,0.09,1.33,49.8,52.44,-0.15,-0.36,-0.33,0,1749.08,25.91,191.37,161.86,39.51,1.33,158.15,1.4,3.49,0.46,0.42,89.8
R173,1.36,1.44,1.86,1.5,1.39,1.86,1.44,1.35,1.38,114.13,111.8,118.38,124.02,120.42,116.1,129.59,125.3,115.5,118.61,3.72,171.31,173.48,8.05,173.37,6.48,93.27,2.73,3.11,2.74,2.94,178.03,32.26,50.07,377.81,390.68,52.06,34.73,39.54,31.11,181.73,-0.57,0.34,-0.36,0.91,0.9,-0.36,0,-0.03,0.34,-0.57,-0.25,-0.02,1093.23,1230.97,1265.86,1230.97,1265.86,13.44,137.29,165.64,129.78,165.64,5.15,1.35,4.16,7.12,2.38,5.84,7.12,2.38,5.84,5.15,1.35,4.16,716.44,788.04,5.8,1.74,738.85,3.63,0.07,0.05,0.04,1.34,79.88,39.83,-0.46,0.14,-0.27,0.01,1737.25,225.23,203.32,182.46,23.87,1.31,161.2,4.99,1.7,0.65,0.54,89.9
R59,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.46,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.34,126.32,5.26,169.56,169.68,2.54,168.54,6.88,55.12,3.06,3.06,2.39,2.39,400.14,53.23,35.17,172.26,169.02,32.7,61.86,62.5,55.19,402.62,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.02,1277.44,1277.44,787.23,787.23,53.53,96.13,96.13,28.97,28.97,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.12,885.73,40.59,1.84,865.09,3.57,0.06,0.03,0.03,1.28,5.89,-104.66,0.28,-0.63,-0.27,0,1746.84,153.6,227.25,213.14,37.58,1.32,197.24,2.48,1.26,0.38,0.33,90
R107,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.34,87.83,44.15,-0.49,0.14,-0.27,0,1734.31,52.87,218.94,196.14,21.97,1.34,195.65,3.63,2.11,0.28,0.25,90
R247,1.08,1.41,1.37,1.49,1.38,1.38,1.41,1.08,1.38,117.99,116.58,122.18,120.17,119.61,119.58,120.9,117.56,118.27,122.86,5.49,178.81,175.72,4.81,178.11,1.97,51.55,2.55,2.58,2.37,2.39,23.09,59.21,34.83,147.65,166.03,36.09,57.55,61.66,62.6,23.63,0.27,-0.27,0.34,-0.83,-0.82,0.31,-0.07,-0.09,-0.28,0.27,-0.25,-0.01,1522.89,1250.55,1278.28,3237.53,3224.41,96.98,41.69,254.04,2.91,4.9,2,1,1,10.93,3.97,8.27,11.84,3.61,8.55,2,1,1,648.77,713.86,15.01,1.68,695.74,2.38,0.08,0.05,0.04,1.32,25.07,-84.8,0.23,-0.47,-0.28,-0.06,1697.09,88.06,237.07,227.53,6.3,1.32,205.26,2,1.75,0.28,0.24,90
R250,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,6.63,-103.35,0.28,-0.63,-0.27,0,1748.27,128.81,256.54,239.97,44.5,1.37,227.26,3.46,0.81,0.28,0.24,90
R260,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,57.94,53.87,-0.24,-0.02,-0.23,0.03,1762.04,59.83,308.69,285.12,17.36,1.47,245.37,0.8,1.07,0.15,0.14,90
R264,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,118.99,119.28,121.78,119.46,119.67,123.36,118.94,115.05,117.83,121.46,0.93,178.68,176.98,3.31,179.43,3.3,63.66,2.63,2.52,2.41,2.35,23.73,62,29.15,225.52,227.07,33.37,61.51,60.66,57.44,23.63,0.27,-0.29,0.35,-0.8,-0.81,0.35,-0.09,-0.09,-0.27,0.27,-0.25,-0.02,1100.12,1305.45,1283.34,3214.82,3201.38,54.41,90.96,120.03,6.64,3.51,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,799.25,829.05,6.92,1.87,766.9,1.52,0.06,0.04,0.04,1.34,55.44,55.73,-0.2,0.06,-0.28,-0.03,1751.51,135.49,264,242.7,44.64,1.4,253.69,1.51,0.62,0.28,0.23,90
R266,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,5.33,-116.03,0.35,-0.49,-0.26,0.03,1780.61,257.18,249.49,224.44,13.33,1.4,191.27,3.69,2.02,0.29,0.27,90
R296,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,39.82,82.05,0.14,-0.46,-0.27,0,1739.38,121.51,206.16,186.39,25.5,1.31,179.19,3.13,1.52,0.47,0.41,90
R337,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,57.52,53.86,-0.24,-0.02,-0.23,-0.01,1764.63,59.47,374.4,364.59,16.26,1.52,329.44,0.92,0.64,0.08,0.07,90
