Name,BL32-1,BL1-6,BL6-34,BL5-12,BL12-11,BL33-11,BL11-16,BL16-31,BL6-5,BA32-1-6,BA1-6-34,BA1-6-5,BA6-5-12,BA5-12-11,BA12-11-33,BA5-6-34,BA33-11-16,BA11-16-31,BA12-11-16,DA32-1-6-34,DA32-1-6-5,DA1-6-5-12,DA5-12-11-33,DA12-11-16-31,DA33-11-16-31,DA6-5-12-11,NB32-34,NB33-31,NB1-34,NB33-16,NMR 32,NMR1,NMR6,NMR34,NMR33,NMR11,NMR12,NMR5,NMR16,NMR31,q32,q1,q6,q34,q33,q11,q12,q5,q16,q31,HOMO,LUMO,VF5-12,VF6-34,VF11-33,VF1-32,VF16-31,VI5-12,VI6-34,VI11-33,VI1-32,VI16-31,L1R1,B1R1,B5R1,L1R2,B1R2,B5R2,L1R3,B1R3,B5R3,L1R4,B1R4,B5R4,Area, Vol,PSA, Ovality,MW,dipolemoment,RCx,RCy,RCz,BL12-16S,NMR12-S,NMR16-S,q12-S,q16-S,HOMO-S,LUMO-S,VF12-16S,VI12-16S,Area-S, Vol-S,PSA-S, Ovality-S,MW-S,dipolemoment-S,RCx-S,RCy-S,RCz-S,%ee
R274,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.45,117.87,122.52,118.43,118.8,120.28,119.59,117.87,118.2,122.25,0.19,178.59,178.41,0.2,178.33,0.56,52.47,2.59,2.58,2.39,2.38,23.33,62.19,35.26,147.21,170.01,34.27,59.11,58.82,60.54,23.26,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1525.15,1254.64,1254.64,3244.72,3233.94,100.47,141.97,141.97,3.54,3.85,2,1,1,7.84,1.45,3.87,4.55,1.35,6.76,2,1,1,377.23,386.01,15.78,1.47,385.4,2.93,0.25,0.15,0.11,1.34,88.87,43.1,-0.5,0.15,-0.27,0.01,1734.2,49.45,203.32,182.53,21.95,1.31,161.2,5.15,2.29,0.5,0.43,82
R320,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.06,123.82,119.44,119.04,119.12,119.1,116.92,120.41,129.28,0.97,179.06,178.76,1.36,177.86,0.81,52.73,2.82,2.8,2.4,2.39,51.23,50.49,40.22,186.32,180.2,38.97,60.97,60.86,50.91,51.29,-0.01,-0.09,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.24,-0.04,1502.9,1270.53,1270.53,1514.33,1514.33,59.76,167.86,167.86,8.78,8.78,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,651.07,693.02,49.99,1.72,700.73,4.36,0.07,0.04,0.04,1.34,32.42,68.05,-0.05,-0.43,-0.25,0.01,1723.1,49.74,262.83,248.27,24.63,1.38,226.28,3.84,1.1,0.25,0.23,82
R84,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.45,117.87,122.52,118.43,118.8,120.28,119.59,117.87,118.2,122.25,0.19,178.59,178.41,0.2,178.33,0.56,52.47,2.59,2.58,2.39,2.38,23.33,62.19,35.26,147.21,170.01,34.27,59.11,58.82,60.54,23.26,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1525.15,1254.64,1254.64,3244.72,3233.94,100.47,141.97,141.97,3.54,3.85,2,1,1,7.84,1.45,3.87,4.55,1.35,6.76,2,1,1,377.23,386.01,15.78,1.47,385.4,2.93,0.25,0.15,0.11,1.34,87.83,44.15,-0.49,0.14,-0.27,0,1734.31,52.87,218.94,196.14,21.97,1.34,195.65,3.63,2.11,0.28,0.25,83
R115,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.35,32.19,55.66,0.07,-0.17,-0.3,0.01,1751.66,120.16,202.85,176.85,51.75,1.33,172.18,7.59,1.95,0.48,0.43,83
R119,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,15.23,-111.17,0.33,-0.49,-0.25,0.03,1750.95,410.46,316.73,304.23,12.76,1.45,275.35,5.02,1.45,0.1,0.1,83
R162,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.45,117.87,122.52,118.43,118.8,120.28,119.59,117.87,118.2,122.25,0.19,178.59,178.41,0.2,178.33,0.56,52.47,2.59,2.58,2.39,2.38,23.33,62.19,35.26,147.21,170.01,34.27,59.11,58.82,60.54,23.26,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1525.15,1254.64,1254.64,3244.72,3233.94,100.47,141.97,141.97,3.54,3.85,2,1,1,7.84,1.45,3.87,4.55,1.35,6.76,2,1,1,377.23,386.01,15.78,1.47,385.4,2.93,0.25,0.15,0.11,1.33,51.89,50.27,-0.36,-0.16,-0.32,0,1752.73,50.1,191.24,161.83,39.33,1.33,158.15,3.83,2.56,0.51,0.44,83
R192,1.52,1.44,1.87,1.5,1.39,1.87,1.44,1.51,1.39,121.74,113.21,118.8,121.83,122.2,113.13,127.56,128.15,120.73,118.72,7.62,179.28,178.81,5.05,170.65,8.76,82.66,3.01,3.38,2.77,2.98,123,45.89,46.43,372.31,380.39,41.17,42.52,41.38,44.4,127.73,-0.12,-0.05,-0.32,0.88,0.89,-0.31,-0.02,-0.04,-0.05,-0.14,-0.25,-0.02,1132.49,1187.56,1178.26,1162.71,1187.56,5.12,1.27,5.2,7.93,1.27,8.04,1.53,5.24,7.12,2.38,5.84,7.12,2.38,5.84,8.04,1.53,5.24,793.7,878.9,10.65,1.79,834.94,2.63,0.06,0.03,0.03,1.33,80.81,50.47,-0.44,0.03,-0.3,0.01,1741.77,389.88,173.2,146,44.92,1.29,143.14,8.49,2.06,1,0.92,83
R241,1.09,1.42,1.38,1.49,1.38,1.37,1.42,1.09,1.38,119.05,119.41,121.74,119.49,119.59,123.41,118.85,115,118.03,121.46,1.45,178.37,176.33,3.52,179.51,3.58,64.76,2.63,2.53,2.41,2.35,23.53,62.17,29.12,218.22,229.31,34.18,62.31,61.17,57.77,23.57,0.27,-0.29,0.35,-0.81,-0.82,0.35,-0.09,-0.09,-0.28,0.27,-0.25,-0.02,1103.67,1301.12,1286.35,3224.15,3228.59,82.98,59.08,86.87,8.83,5.89,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,797.79,828.89,7.56,1.87,766.9,1.63,0.06,0.04,0.04,1.34,45.2,58.82,-0.16,0.03,-0.28,-0.03,1738.46,515.44,250.21,229.24,45.26,1.38,219.24,2.52,0.93,0.33,0.27,83
R93,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,18.12,-116.77,0.32,-0.47,-0.24,-0.02,1763.71,242.18,316.34,304.07,12.82,1.45,275.35,1.46,1.07,0.11,0.1,84
R183,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.31,117.17,118.86,121.45,120.04,117.7,122.8,122.76,119.44,119.51,8.94,176.89,174.09,3.21,179.06,3.02,80.1,2.9,3.03,2.81,2.89,23.02,54.02,41.63,365.63,383.84,39.55,37.46,42.18,55.15,23.97,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.26,-0.25,-0.02,1228.24,1197.77,1173.17,3218.98,3224.16,0.86,1.58,1.38,2.12,7.92,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.86,662.41,0,1.63,622.69,3.05,0.09,0.06,0.06,1.34,37.13,61.76,-0.13,-0.01,-0.29,-0.04,1734.58,440.3,229.81,209.45,56.97,1.35,205.21,4.71,0.93,0.41,0.31,84
R235,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,-0.53,-109.43,0.36,-0.5,-0.29,-0.06,1780.75,337.76,254.57,233.32,5.97,1.39,189.3,3.14,1.24,0.45,0.37,84
R314,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,119.23,120.33,121.33,119.27,119.84,119.6,118.23,118.73,118.35,121.66,4.16,179.73,178.62,2.86,179.7,1.24,99.41,2.65,2.6,2.42,2.4,23.27,62.51,30.72,219.03,223.25,27.83,56.86,58.49,52.81,23.5,0.27,-0.3,0.34,-0.81,-0.81,0.34,-0.07,-0.08,-0.08,0.27,-0.25,-0.01,1100.12,1305.45,1283.34,3214.82,3201.38,54.41,90.96,120.03,6.64,3.51,2,1,1,5.64,1.35,5.5,5.64,1.35,5.5,2,1,1,534.62,545.48,10.81,1.66,514.59,2.39,0.12,0.1,0.09,1.33,85.87,48.18,-0.47,0.04,-0.29,0.02,1747.17,183.33,172.14,146,44.24,1.28,143.14,7.35,2.03,1.01,0.92,84
R335,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,19.46,-122.65,0.32,-0.47,-0.25,-0.01,1758.48,223.43,273.88,257.21,12.75,1.4,243.28,1.62,1.39,0.16,0.15,84
R239,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,119.06,119.76,121.44,119.22,119.84,119.37,118.74,119.08,118.42,121.53,2.58,179.84,178.95,3.22,179.76,0.96,87.74,2.64,2.61,2.41,2.4,23.19,62.6,30.58,221.22,221.1,27.7,57.18,57.36,53,23.39,0.26,-0.29,0.34,-0.81,-0.81,0.34,-0.08,-0.08,-0.08,0.27,-0.25,-0.01,1103.73,1304.84,1295.51,3215.59,3216.41,59.55,55.33,53.62,8.34,5.55,2,1,1,5.64,1.35,5.5,5.64,1.35,5.5,2,1,1,536.48,545.92,10.14,1.66,514.59,2.16,0.11,0.1,0.09,1.33,53.99,46.9,-0.36,-0.15,-0.33,0,1757.09,27.8,191.58,161.77,39.53,1.33,158.15,1.65,2.06,0.65,0.56,84.6
R85,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,21.12,-100.79,0.31,-0.49,-0.25,-0.01,1745.65,485.89,230.93,213.81,6.31,1.34,201.29,3.43,1.91,0.29,0.27,85
R98,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.34,60.87,46.82,-0.23,0.14,-0.26,0.01,1755.29,52.32,242.74,219.07,23.25,1.38,189.26,4.78,0.86,0.51,0.36,85
R109,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.45,117.87,122.52,118.43,118.8,120.28,119.59,117.87,118.2,122.25,0.19,178.59,178.41,0.2,178.33,0.56,52.47,2.59,2.58,2.39,2.38,23.33,62.19,35.26,147.21,170.01,34.27,59.11,58.82,60.54,23.26,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1525.15,1254.64,1254.64,3244.72,3233.94,100.47,141.97,141.97,3.54,3.85,2,1,1,7.84,1.45,3.87,4.55,1.35,6.76,2,1,1,377.23,386.01,15.78,1.47,385.4,2.93,0.25,0.15,0.11,1.34,80.04,53.6,-0.44,0.03,-0.29,0,1743.25,89.92,175.49,146.86,41.4,1.3,143.14,3.51,3.38,0.69,0.58,85
R112,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.47,117.77,122.55,118.5,118.63,120.18,119.65,117.77,118.3,122.3,0.64,178.79,178.7,0.71,178.28,0.65,52.59,2.59,2.58,2.39,2.39,23.35,62.15,35.66,140.62,171.02,34.78,59.36,58.71,60.88,23.38,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1523.48,1386.47,1386.47,3224.64,3230.77,95.25,157.78,157.78,5.26,8.49,2,1,1,6.57,1.35,3.87,4.58,1.35,5.49,2,1,1,354.56,360.63,15.63,1.45,359.37,2.33,0.26,0.2,0.13,1.34,88.87,43.1,-0.5,0.15,-0.27,0.01,1734.2,49.45,203.32,182.53,21.95,1.31,161.2,5.15,2.29,0.5,0.43,85
R186,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.5,1.38,120.43,116.32,123.86,120.18,119.36,118.87,119.71,116.69,120.16,131.9,7.36,176.48,177.12,1,172.77,8.12,49.8,2.8,2.8,2.39,2.39,51.47,48.52,38.95,184.03,178.96,39.02,61.19,61.49,49.67,51.34,-0.06,-0.07,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.07,-0.07,-0.26,-0.03,1503.56,1267.49,1273.27,1536.7,1536.7,34.32,16.35,56.47,12.59,12.59,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,783.2,811.15,42.5,1.86,752.98,4.13,0.06,0.04,0.03,1.28,17.96,-123.02,0.32,-0.47,-0.26,-0.01,1760.6,272.21,275.84,257.69,13.37,1.41,243.28,2.65,1.36,0.16,0.15,85
R242,1.09,1.42,1.38,1.49,1.38,1.37,1.42,1.09,1.38,119.01,119.26,121.85,119.47,119.6,123.45,118.89,114.95,117.97,121.47,1.23,178.64,176.29,3.21,179.35,3.37,64.31,2.63,2.52,2.41,2.35,23.67,62.15,29.23,225.63,228.59,33.85,62.28,60.84,57.72,23.62,0.27,-0.29,0.35,-0.81,-0.81,0.35,-0.09,-0.09,-0.28,0.27,-0.25,-0.02,1103.2,1300.19,1286.21,3225.86,3228.1,82.61,66.7,90.93,6.18,6.35,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,797.28,828.83,7.16,1.87,766.9,1.66,0.06,0.04,0.04,1.34,46.19,58.63,-0.17,0.04,-0.28,-0.03,1740.7,361.39,250.18,229.27,45.18,1.38,219.24,2.42,0.93,0.33,0.27,85
R327,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.34,20.77,65.87,0.06,-0.39,-0.29,-0.01,1730.91,69.3,193.3,176.21,31.16,1.27,162.19,7.71,1.5,0.7,0.55,85
R174,1.4,1.43,1.86,1.5,1.4,1.86,1.42,1.4,1.39,118.72,115.59,116.88,121.5,120.04,115.86,126.92,127.06,120.88,117.03,0.95,172.66,169.26,0.31,171.34,6.12,76.2,2.94,3.27,2.79,2.94,90.73,35.54,46.14,375.83,389.03,45.16,37.47,40.28,32.59,71.7,-0.56,0.29,-0.35,0.9,0.91,-0.36,-0.01,-0.03,0.3,-0.56,-0.25,-0.03,1095.76,1171.49,1164.96,1236.8,1257.87,6.03,320.99,144.9,204.5,131.21,6.23,1.69,4.25,7.12,2.38,5.84,7.12,2.38,5.84,6.23,1.69,4.25,782.75,861.63,33.9,1.79,822.92,4.19,0.06,0.04,0.04,1.34,79.88,39.83,-0.46,0.14,-0.27,0.01,1737.25,225.23,203.32,182.46,23.87,1.31,161.2,4.99,1.7,0.65,0.54,85.6
R23,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,55.64,54.71,-0.23,-0.02,-0.23,0.01,1769,37.93,266.96,248.17,17.9,1.4,282.18,3.49,0.83,0.22,0.19,86
R65,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.39,116.94,122.78,119.07,118.74,119.4,120.27,117.89,118.52,122.71,0.23,178.34,178.02,0.99,178.71,0.66,52.96,2.57,2.59,2.38,2.39,23.23,61.76,35.97,143.59,163.85,37.71,58.94,0.02,62.35,23.33,0.28,-0.28,0.32,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.26,-0.02,1522.32,1246.81,1275.08,3239.11,3232.59,84.6,152.66,175.5,2.77,3.05,2,1,1,7.87,1.48,5.18,4.05,1.35,8.18,2,1,1,381.64,383.35,29.18,1.5,390.38,2.48,0.23,0.14,0.11,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,86
R253,1.09,1.42,1.38,1.49,1.38,1.37,1.42,1.09,1.38,119.05,119.41,121.74,119.49,119.59,123.41,118.85,115,118.03,121.46,1.45,178.37,176.33,3.52,179.51,3.58,64.76,2.63,2.53,2.41,2.35,23.53,62.17,29.12,218.22,229.31,34.18,62.31,61.17,57.77,23.57,0.27,-0.29,0.35,-0.81,-0.82,0.35,-0.09,-0.09,-0.28,0.27,-0.25,-0.02,1103.67,1301.12,1286.35,3224.15,3228.59,82.98,59.08,86.87,8.83,5.89,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,797.79,828.89,7.56,1.87,766.9,1.52,0.06,0.04,0.04,1.33,61.66,47.91,-0.38,0,-0.31,-0.01,1738.29,229.01,150.24,125.17,46.99,1.24,129.12,6.32,1.02,0.38,0.29,86
R262,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,57.63,54.24,-0.24,-0.02,-0.23,0.02,1765.43,59.05,247.84,229.99,17.72,1.37,203.28,0.77,1.15,0.38,0.31,86
R268,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,55.1,54.59,-0.23,-0.02,-0.23,0.01,1769.51,34.69,263.99,244.04,18.11,1.4,237.73,4.01,0.89,0.29,0.24,86
R269,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.29,-2.37,60.86,0.43,-0.69,-0.29,-0.06,1735.01,458.09,285.01,265.43,13.48,1.43,245.75,15.11,0.59,0.27,0.21,86
R40,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.2,116.73,124.34,120.58,120.84,118.65,118.75,116.87,121.27,126.32,6.86,168.12,169.32,2.49,168.27,6.92,55.59,3.05,3.06,2.4,2.4,402.57,54.27,35.86,172.97,171.78,33.37,62.05,62.3,55.72,403.95,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.47,1270.91,1270.91,787.04,787.04,69.25,133.09,133.09,40.55,40.55,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,825.71,886.31,42.13,1.85,865.09,4.44,0.06,0.03,0.03,1.28,3.96,-92.17,0.29,-0.66,-0.27,-0.01,1740.08,240.69,227.48,213.26,37.75,1.32,197.24,2.97,1.26,0.38,0.34,87
R61,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.31,117.17,118.86,121.45,120.04,117.7,122.8,122.76,119.44,119.51,8.94,176.89,174.09,3.21,179.06,3.02,80.1,2.9,3.03,2.81,2.89,23.02,54.02,41.63,365.63,383.84,39.55,37.46,42.18,55.15,23.97,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.26,-0.25,-0.02,1228.24,1197.77,1173.17,3218.98,3224.16,0.86,1.58,1.38,2.12,7.92,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.86,662.41,0,1.63,622.69,3.05,0.09,0.06,0.06,1.34,42.51,54.41,-0.19,0.03,-0.28,-0.03,1728.79,80.28,288.08,273.95,57.05,1.41,267.28,8.57,0.47,0.27,0.21,87
R108,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.34,90.82,43.29,-0.51,0.15,-0.25,0.02,1731.24,74.34,232.88,209.46,28.92,1.37,191.23,5.49,2.12,0.28,0.26,87
R181,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,118.93,119.19,121.76,119.51,119.57,123.31,119.05,115.09,117.82,121.48,0.97,178.68,176.76,3.5,179.36,3.27,63.5,2.62,2.52,2.41,2.35,23.73,61.85,28.97,224.72,226.77,33.32,61.41,60.73,57.29,23.66,0.24,-0.29,0.35,-0.8,-0.81,0.35,-0.09,-0.09,-0.27,0.24,-0.25,-0.01,1103.16,1300.67,1288.14,3225.71,3228.97,74.99,78.82,68.79,15.92,6.38,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,795.61,828.5,6.88,1.87,766.9,1.44,0.06,0.04,0.04,1.34,50,58.01,-0.18,0.04,-0.27,-0.03,1745.58,157.86,249.91,229.35,44.75,1.38,219.24,2.03,0.92,0.33,0.27,87
