ID,Spectral_Integral,CN_IP,CN_EA,NN_IP,NN_EA,CN_HOMO,CN_LUMO,NN_HOMO,NN_LUMO,lCN_C_mull,lCN_N_mull,lNN_N1_mull,lNN_N2_mull
CN38_NN2,969662.7545,8.0494,1.1457,8.3959,0.5129,-4.1146,-2.8109,-3.5558,-3.4929,-0.04313,-0.32564,-0.31246,-0.313
CN38_NN20,692761.7962,8.0494,1.1457,7.981,0.8474,-4.1146,-2.8109,-3.947,-3.8515,-0.04313,-0.32564,-0.30166,-0.30171
CN38_NN21,86933.25642,8.0494,1.1457,7.8492,1.5286,-4.1146,-2.8109,-4.655,-4.0396,-0.04313,-0.32564,-0.31417,-0.31568
CN38_NN24,878146.5702,8.0494,1.1457,7.6441,1.3633,-4.1146,-2.8109,-4.6219,-4.4411,-0.04313,-0.32564,-0.29522,-0.29521
CN38_NN26,1026529.625,8.0494,1.1457,8.1436,0.7923,-4.1146,-2.8109,-3.6579,-3.5401,-0.04313,-0.32564,-0.30979,-0.30847
CN38_NN27,991766.4519,8.0494,1.1457,8.1008,1.1642,-4.1146,-2.8109,-4.1943,-4.0623,-0.04313,-0.32564,-0.29912,-0.29912
CN38_NN3,1038110.364,8.0494,1.1457,8.2182,0.4789,-4.1146,-2.8109,-3.5201,-3.4483,-0.04313,-0.32564,-0.31234,-0.31233
CN38_NN37,104787.8771,8.0494,1.1457,8.4752,0.6759,-4.1146,-2.8109,-3.4072,-2.9272,-0.04313,-0.32564,-0.3177,-0.31788
CN38_NN40,801623.9975,8.0494,1.1457,4.0661,-3.8674,-4.1146,-2.8109,1.1956,1.222,-0.04313,-0.32564,-0.36915,-0.33841
CN38_NN41,1302028.725,8.0494,1.1457,4.9774,-2.0076,-4.1146,-2.8109,-0.853,-0.5321,-0.04313,-0.32564,-0.34304,-0.28755
CN38_NN42,578070.07,8.0494,1.1457,4.6889,-2.1237,-4.1146,-2.8109,-0.5179,0.0024,-0.04313,-0.32564,-0.33576,-0.28946
CN38_NN43,613006.0134,8.0494,1.1457,8.0072,0.7224,-4.1146,-2.8109,-4.2325,-4.1748,-0.04313,-0.32564,-0.30467,-0.30466
CN38_NN47,1326545.952,8.0494,1.1457,8.1354,0.7699,-4.1146,-2.8109,-3.8641,-3.75,-0.04313,-0.32564,-0.30405,-0.30405
CN38_NN5,1097986.565,8.0494,1.1457,7.9994,1.1548,-4.1146,-2.8109,-4.4335,-4.1976,-0.04313,-0.32564,-0.30736,-0.30881
CN38_NN6,811680.522,8.0494,1.1457,8.3099,0.6692,-4.1146,-2.8109,-3.7979,-3.7104,-0.04313,-0.32564,-0.31137,-0.31163
CN38_NN8,1127429.848,8.0494,1.1457,8.289,0.5705,-4.1146,-2.8109,-3.751,-3.7174,-0.04313,-0.32564,-0.30854,-0.3085
CN39_NN1,454361.0796,8.1417,0.9495,8.5496,0.4248,-3.9009,-2.7917,-3.1219,-2.5647,-0.046,-0.33966,-0.32717,-0.32754
CN39_NN14,19678.39456,8.1417,0.9495,8.8802,2.4807,-3.9009,-2.7917,-5.0957,-4.2565,-0.046,-0.33966,-0.27783,-0.27787
CN39_NN16,1137868.233,8.1417,0.9495,8.3286,0.767,-3.9009,-2.7917,-3.5813,-3.4765,-0.046,-0.33966,-0.31049,-0.31056
CN39_NN2,384094.8256,8.1417,0.9495,8.3959,0.5129,-3.9009,-2.7917,-3.5558,-3.4929,-0.046,-0.33966,-0.31246,-0.313
CN39_NN21,55880.7268,8.1417,0.9495,7.8492,1.5286,-3.9009,-2.7917,-4.655,-4.0396,-0.046,-0.33966,-0.31417,-0.31568
CN39_NN26,1016755.061,8.1417,0.9495,8.1436,0.7923,-3.9009,-2.7917,-3.6579,-3.5401,-0.046,-0.33966,-0.30979,-0.30847
CN39_NN27,1022580.96,8.1417,0.9495,8.1008,1.1642,-3.9009,-2.7917,-4.1943,-4.0623,-0.046,-0.33966,-0.29912,-0.29912
CN39_NN3,376229.4764,8.1417,0.9495,8.2182,0.4789,-3.9009,-2.7917,-3.5201,-3.4483,-0.046,-0.33966,-0.31234,-0.31233
CN39_NN33,1210509.179,8.1417,0.9495,8.1078,0.8006,-3.9009,-2.7917,-3.7366,-3.6003,-0.046,-0.33966,-0.30808,-0.30812
CN39_NN34,252614.6629,8.1417,0.9495,8.086,0.7446,-3.9009,-2.7917,-3.6716,-3.6051,-0.046,-0.33966,-0.30053,-0.30049
CN39_NN37,73979.54224,8.1417,0.9495,8.4752,0.6759,-3.9009,-2.7917,-3.4072,-2.9272,-0.046,-0.33966,-0.3177,-0.31788
CN39_NN4,59809.34635,8.1417,0.9495,8.3098,0.4975,-3.9009,-2.7917,-3.4238,-3.3076,-0.046,-0.33966,-0.30517,-0.30524
CN39_NN42,361185.4894,8.1417,0.9495,4.6889,-2.1237,-3.9009,-2.7917,-0.5179,0.0024,-0.046,-0.33966,-0.33576,-0.28946
CN39_NN43,185443.7109,8.1417,0.9495,8.0072,0.7224,-3.9009,-2.7917,-4.2325,-4.1748,-0.046,-0.33966,-0.30467,-0.30466
CN39_NN47,233590.3003,8.1417,0.9495,8.1354,0.7699,-3.9009,-2.7917,-3.8641,-3.75,-0.046,-0.33966,-0.30405,-0.30405
CN39_NN5,216194.8416,8.1417,0.9495,7.9994,1.1548,-3.9009,-2.7917,-4.4335,-4.1976,-0.046,-0.33966,-0.30736,-0.30881
CN39_NN6,228056.4176,8.1417,0.9495,8.3099,0.6692,-3.9009,-2.7917,-3.7979,-3.7104,-0.046,-0.33966,-0.31137,-0.31163
CN39_NN7,46554.66986,8.1417,0.9495,9.252,1.4466,-3.9009,-2.7917,-4.3783,-4.279,-0.046,-0.33966,-0.2966,-0.29661
CN4_NN1,688106.9362,8.2186,0.5574,8.5496,0.4248,-3.4842,-3.3187,-3.1219,-2.5647,-0.04887,-0.3214,-0.32717,-0.32754
CN4_NN14,9340.652027,8.2186,0.5574,8.8802,2.4807,-3.4842,-3.3187,-5.0957,-4.2565,-0.04887,-0.3214,-0.27783,-0.27787
CN4_NN16,1169712.153,8.2186,0.5574,8.3286,0.767,-3.4842,-3.3187,-3.5813,-3.4765,-0.04887,-0.3214,-0.31049,-0.31056
CN4_NN2,994282.1164,8.2186,0.5574,8.3959,0.5129,-3.4842,-3.3187,-3.5558,-3.4929,-0.04887,-0.3214,-0.31246,-0.313
CN4_NN20,399452.2877,8.2186,0.5574,7.981,0.8474,-3.4842,-3.3187,-3.947,-3.8515,-0.04887,-0.3214,-0.30166,-0.30171
CN4_NN24,1286399.971,8.2186,0.5574,7.6441,1.3633,-3.4842,-3.3187,-4.6219,-4.4411,-0.04887,-0.3214,-0.29522,-0.29521
CN4_NN3,1135176.722,8.2186,0.5574,8.2182,0.4789,-3.4842,-3.3187,-3.5201,-3.4483,-0.04887,-0.3214,-0.31234,-0.31233
CN4_NN33,1462207.906,8.2186,0.5574,8.1078,0.8006,-3.4842,-3.3187,-3.7366,-3.6003,-0.04887,-0.3214,-0.30808,-0.30812
CN4_NN34,585242.4308,8.2186,0.5574,8.086,0.7446,-3.4842,-3.3187,-3.6716,-3.6051,-0.04887,-0.3214,-0.30053,-0.30049
CN4_NN37,60331.12601,8.2186,0.5574,8.4752,0.6759,-3.4842,-3.3187,-3.4072,-2.9272,-0.04887,-0.3214,-0.3177,-0.31788
CN4_NN4,64905.61047,8.2186,0.5574,8.3098,0.4975,-3.4842,-3.3187,-3.4238,-3.3076,-0.04887,-0.3214,-0.30517,-0.30524
CN4_NN40,842366.4416,8.2186,0.5574,4.0661,-3.8674,-3.4842,-3.3187,1.1956,1.222,-0.04887,-0.3214,-0.36915,-0.33841
CN4_NN42,311935.5352,8.2186,0.5574,4.6889,-2.1237,-3.4842,-3.3187,-0.5179,0.0024,-0.04887,-0.3214,-0.33576,-0.28946
CN4_NN43,740593.2636,8.2186,0.5574,8.0072,0.7224,-3.4842,-3.3187,-4.2325,-4.1748,-0.04887,-0.3214,-0.30467,-0.30466
CN4_NN47,1183466.56,8.2186,0.5574,8.1354,0.7699,-3.4842,-3.3187,-3.8641,-3.75,-0.04887,-0.3214,-0.30405,-0.30405
CN4_NN6,698030.5628,8.2186,0.5574,8.3099,0.6692,-3.4842,-3.3187,-3.7979,-3.7104,-0.04887,-0.3214,-0.31137,-0.31163
CN4_NN7,40602.86771,8.2186,0.5574,9.252,1.4466,-3.4842,-3.3187,-4.3783,-4.279,-0.04887,-0.3214,-0.2966,-0.29661
CN4_NN8,783960.5211,8.2186,0.5574,8.289,0.5705,-3.4842,-3.3187,-3.751,-3.7174,-0.04887,-0.3214,-0.30854,-0.3085
CN40_NN14,57369.03049,8.338,1.2623,8.8802,2.4807,-4.239,-4.0696,-5.0957,-4.2565,-0.03985,-0.32199,-0.27783,-0.27787
CN40_NN2,879719.441,8.338,1.2623,8.3959,0.5129,-4.239,-4.0696,-3.5558,-3.4929,-0.03985,-0.32199,-0.31246,-0.313
CN40_NN20,462038.4136,8.338,1.2623,7.981,0.8474,-4.239,-4.0696,-3.947,-3.8515,-0.03985,-0.32199,-0.30166,-0.30171
CN40_NN21,166989.4691,8.338,1.2623,7.8492,1.5286,-4.239,-4.0696,-4.655,-4.0396,-0.03985,-0.32199,-0.31417,-0.31568
CN40_NN24,560811.244,8.338,1.2623,7.6441,1.3633,-4.239,-4.0696,-4.6219,-4.4411,-0.03985,-0.32199,-0.29522,-0.29521
CN40_NN26,903066.0795,8.338,1.2623,8.1436,0.7923,-4.239,-4.0696,-3.6579,-3.5401,-0.03985,-0.32199,-0.30979,-0.30847
CN40_NN27,829820.6278,8.338,1.2623,8.1008,1.1642,-4.239,-4.0696,-4.1943,-4.0623,-0.03985,-0.32199,-0.29912,-0.29912
CN40_NN3,667860.0292,8.338,1.2623,8.2182,0.4789,-4.239,-4.0696,-3.5201,-3.4483,-0.03985,-0.32199,-0.31234,-0.31233
CN40_NN34,335250.201,8.338,1.2623,8.086,0.7446,-4.239,-4.0696,-3.6716,-3.6051,-0.03985,-0.32199,-0.30053,-0.30049
CN40_NN37,139782.3519,8.338,1.2623,8.4752,0.6759,-4.239,-4.0696,-3.4072,-2.9272,-0.03985,-0.32199,-0.3177,-0.31788
CN40_NN4,155679.8419,8.338,1.2623,8.3098,0.4975,-4.239,-4.0696,-3.4238,-3.3076,-0.03985,-0.32199,-0.30517,-0.30524
CN40_NN41,1425072.746,8.338,1.2623,4.9774,-2.0076,-4.239,-4.0696,-0.853,-0.5321,-0.03985,-0.32199,-0.34304,-0.28755
CN40_NN42,612067.7104,8.338,1.2623,4.6889,-2.1237,-4.239,-4.0696,-0.5179,0.0024,-0.03985,-0.32199,-0.33576,-0.28946
CN40_NN43,746633.4417,8.338,1.2623,8.0072,0.7224,-4.239,-4.0696,-4.2325,-4.1748,-0.03985,-0.32199,-0.30467,-0.30466
CN40_NN47,932459.8494,8.338,1.2623,8.1354,0.7699,-4.239,-4.0696,-3.8641,-3.75,-0.03985,-0.32199,-0.30405,-0.30405
CN40_NN5,1142821.492,8.338,1.2623,7.9994,1.1548,-4.239,-4.0696,-4.4335,-4.1976,-0.03985,-0.32199,-0.30736,-0.30881
CN40_NN6,693366.4408,8.338,1.2623,8.3099,0.6692,-4.239,-4.0696,-3.7979,-3.7104,-0.03985,-0.32199,-0.31137,-0.31163
CN41_NN14,24673.27396,8.4493,1.0804,8.8802,2.4807,-4.0536,-3.9111,-5.0957,-4.2565,-0.04201,-0.33489,-0.27783,-0.27787
CN41_NN2,1393065.773,8.4493,1.0804,8.3959,0.5129,-4.0536,-3.9111,-3.5558,-3.4929,-0.04201,-0.33489,-0.31246,-0.313
CN41_NN20,2032222.483,8.4493,1.0804,7.981,0.8474,-4.0536,-3.9111,-3.947,-3.8515,-0.04201,-0.33489,-0.30166,-0.30171
CN41_NN3,1451644.525,8.4493,1.0804,8.2182,0.4789,-4.0536,-3.9111,-3.5201,-3.4483,-0.04201,-0.33489,-0.31234,-0.31233
CN41_NN33,2341970.322,8.4493,1.0804,8.1078,0.8006,-4.0536,-3.9111,-3.7366,-3.6003,-0.04201,-0.33489,-0.30808,-0.30812
CN41_NN34,497997.9136,8.4493,1.0804,8.086,0.7446,-4.0536,-3.9111,-3.6716,-3.6051,-0.04201,-0.33489,-0.30053,-0.30049
CN41_NN37,8782.466539,8.4493,1.0804,8.4752,0.6759,-4.0536,-3.9111,-3.4072,-2.9272,-0.04201,-0.33489,-0.3177,-0.31788
CN41_NN4,25987.31798,8.4493,1.0804,8.3098,0.4975,-4.0536,-3.9111,-3.4238,-3.3076,-0.04201,-0.33489,-0.30517,-0.30524
CN41_NN40,572987.6901,8.4493,1.0804,4.0661,-3.8674,-4.0536,-3.9111,1.1956,1.222,-0.04201,-0.33489,-0.36915,-0.33841
CN41_NN41,1046859.373,8.4493,1.0804,4.9774,-2.0076,-4.0536,-3.9111,-0.853,-0.5321,-0.04201,-0.33489,-0.34304,-0.28755
CN41_NN43,370721.5408,8.4493,1.0804,8.0072,0.7224,-4.0536,-3.9111,-4.2325,-4.1748,-0.04201,-0.33489,-0.30467,-0.30466
CN41_NN47,444410.5276,8.4493,1.0804,8.1354,0.7699,-4.0536,-3.9111,-3.8641,-3.75,-0.04201,-0.33489,-0.30405,-0.30405
CN41_NN6,969353.4986,8.4493,1.0804,8.3099,0.6692,-4.0536,-3.9111,-3.7979,-3.7104,-0.04201,-0.33489,-0.31137,-0.31163
CN41_NN7,4205.91703,8.4493,1.0804,9.252,1.4466,-4.0536,-3.9111,-4.3783,-4.279,-0.04201,-0.33489,-0.2966,-0.29661
CN42_NN14,9052.031716,8.3387,0.8371,8.8802,2.4807,-3.7711,-3.5134,-5.0957,-4.2565,-0.04851,-0.31963,-0.27783,-0.27787
CN42_NN2,746986.3356,8.3387,0.8371,8.3959,0.5129,-3.7711,-3.5134,-3.5558,-3.4929,-0.04851,-0.31963,-0.31246,-0.313
CN42_NN20,339407.3123,8.3387,0.8371,7.981,0.8474,-3.7711,-3.5134,-3.947,-3.8515,-0.04851,-0.31963,-0.30166,-0.30171
CN42_NN24,1847723.553,8.3387,0.8371,7.6441,1.3633,-3.7711,-3.5134,-4.6219,-4.4411,-0.04851,-0.31963,-0.29522,-0.29521
CN42_NN3,714912.0374,8.3387,0.8371,8.2182,0.4789,-3.7711,-3.5134,-3.5201,-3.4483,-0.04851,-0.31963,-0.31234,-0.31233
CN42_NN37,3401.032024,8.3387,0.8371,8.4752,0.6759,-3.7711,-3.5134,-3.4072,-2.9272,-0.04851,-0.31963,-0.3177,-0.31788
CN42_NN4,20093.31611,8.3387,0.8371,8.3098,0.4975,-3.7711,-3.5134,-3.4238,-3.3076,-0.04851,-0.31963,-0.30517,-0.30524
CN42_NN40,1098778.708,8.3387,0.8371,4.0661,-3.8674,-3.7711,-3.5134,1.1956,1.222,-0.04851,-0.31963,-0.36915,-0.33841
CN42_NN41,1822234.995,8.3387,0.8371,4.9774,-2.0076,-3.7711,-3.5134,-0.853,-0.5321,-0.04851,-0.31963,-0.34304,-0.28755
CN42_NN42,503142.5652,8.3387,0.8371,4.6889,-2.1237,-3.7711,-3.5134,-0.5179,0.0024,-0.04851,-0.31963,-0.33576,-0.28946
CN42_NN43,426091.8522,8.3387,0.8371,8.0072,0.7224,-3.7711,-3.5134,-4.2325,-4.1748,-0.04851,-0.31963,-0.30467,-0.30466
CN42_NN47,671401.2365,8.3387,0.8371,8.1354,0.7699,-3.7711,-3.5134,-3.8641,-3.75,-0.04851,-0.31963,-0.30405,-0.30405
CN42_NN7,21746.74147,8.3387,0.8371,9.252,1.4466,-3.7711,-3.5134,-4.3783,-4.279,-0.04851,-0.31963,-0.2966,-0.29661
CN42_NN8,740003.4076,8.3387,0.8371,8.289,0.5705,-3.7711,-3.5134,-3.751,-3.7174,-0.04851,-0.31963,-0.30854,-0.3085
CN44_NN1,567842.8591,8.5672,0.6717,8.5496,0.4248,-3.587,-3.4164,-3.1219,-2.5647,-0.05983,-0.31774,-0.32717,-0.32754
CN44_NN16,683640.3355,8.5672,0.6717,8.3286,0.767,-3.587,-3.4164,-3.5813,-3.4765,-0.05983,-0.31774,-0.31049,-0.31056
CN44_NN2,623129.0521,8.5672,0.6717,8.3959,0.5129,-3.587,-3.4164,-3.5558,-3.4929,-0.05983,-0.31774,-0.31246,-0.313
CN44_NN20,312191.4401,8.5672,0.6717,7.981,0.8474,-3.587,-3.4164,-3.947,-3.8515,-0.05983,-0.31774,-0.30166,-0.30171
CN44_NN24,721037.6691,8.5672,0.6717,7.6441,1.3633,-3.587,-3.4164,-4.6219,-4.4411,-0.05983,-0.31774,-0.29522,-0.29521
CN44_NN26,817510.2959,8.5672,0.6717,8.1436,0.7923,-3.587,-3.4164,-3.6579,-3.5401,-0.05983,-0.31774,-0.30979,-0.30847
CN44_NN3,585743.8204,8.5672,0.6717,8.2182,0.4789,-3.587,-3.4164,-3.5201,-3.4483,-0.05983,-0.31774,-0.31234,-0.31233
CN44_NN34,148849.7564,8.5672,0.6717,8.086,0.7446,-3.587,-3.4164,-3.6716,-3.6051,-0.05983,-0.31774,-0.30053,-0.30049
CN44_NN37,14757.08766,8.5672,0.6717,8.4752,0.6759,-3.587,-3.4164,-3.4072,-2.9272,-0.05983,-0.31774,-0.3177,-0.31788
CN44_NN4,20563.67774,8.5672,0.6717,8.3098,0.4975,-3.587,-3.4164,-3.4238,-3.3076,-0.05983,-0.31774,-0.30517,-0.30524
CN44_NN40,482258.3608,8.5672,0.6717,4.0661,-3.8674,-3.587,-3.4164,1.1956,1.222,-0.05983,-0.31774,-0.36915,-0.33841
CN44_NN41,455857.3645,8.5672,0.6717,4.9774,-2.0076,-3.587,-3.4164,-0.853,-0.5321,-0.05983,-0.31774,-0.34304,-0.28755
CN44_NN42,231527.5347,8.5672,0.6717,4.6889,-2.1237,-3.587,-3.4164,-0.5179,0.0024,-0.05983,-0.31774,-0.33576,-0.28946
CN44_NN47,411988.2077,8.5672,0.6717,8.1354,0.7699,-3.587,-3.4164,-3.8641,-3.75,-0.05983,-0.31774,-0.30405,-0.30405
CN44_NN5,155774.8823,8.5672,0.6717,7.9994,1.1548,-3.587,-3.4164,-4.4335,-4.1976,-0.05983,-0.31774,-0.30736,-0.30881
CN44_NN7,6150.530478,8.5672,0.6717,9.252,1.4466,-3.587,-3.4164,-4.3783,-4.279,-0.05983,-0.31774,-0.2966,-0.29661
CN44_NN8,704325.2087,8.5672,0.6717,8.289,0.5705,-3.587,-3.4164,-3.751,-3.7174,-0.05983,-0.31774,-0.30854,-0.3085
CN46_NN2,8785.720893,7.9038,0.3459,8.3959,0.5129,-3.4876,-3.4406,-3.5558,-3.4929,-0.05315,-0.3154,-0.31246,-0.313
CN46_NN20,23313.23829,7.9038,0.3459,7.981,0.8474,-3.4876,-3.4406,-3.947,-3.8515,-0.05315,-0.3154,-0.30166,-0.30171
CN46_NN21,9482.514999,7.9038,0.3459,7.8492,1.5286,-3.4876,-3.4406,-4.655,-4.0396,-0.05315,-0.3154,-0.31417,-0.31568
CN46_NN24,7886.535538,7.9038,0.3459,7.6441,1.3633,-3.4876,-3.4406,-4.6219,-4.4411,-0.05315,-0.3154,-0.29522,-0.29521
CN46_NN26,8619.620795,7.9038,0.3459,8.1436,0.7923,-3.4876,-3.4406,-3.6579,-3.5401,-0.05315,-0.3154,-0.30979,-0.30847
CN46_NN3,21410.23963,7.9038,0.3459,8.2182,0.4789,-3.4876,-3.4406,-3.5201,-3.4483,-0.05315,-0.3154,-0.31234,-0.31233
CN46_NN33,20499.62717,7.9038,0.3459,8.1078,0.8006,-3.4876,-3.4406,-3.7366,-3.6003,-0.05315,-0.3154,-0.30808,-0.30812
CN46_NN34,9991.66541,7.9038,0.3459,8.086,0.7446,-3.4876,-3.4406,-3.6716,-3.6051,-0.05315,-0.3154,-0.30053,-0.30049
CN46_NN4,23973.4524,7.9038,0.3459,8.3098,0.4975,-3.4876,-3.4406,-3.4238,-3.3076,-0.05315,-0.3154,-0.30517,-0.30524
CN46_NN41,51414.84248,7.9038,0.3459,4.9774,-2.0076,-3.4876,-3.4406,-0.853,-0.5321,-0.05315,-0.3154,-0.34304,-0.28755
CN46_NN42,16329.0355,7.9038,0.3459,4.6889,-2.1237,-3.4876,-3.4406,-0.5179,0.0024,-0.05315,-0.3154,-0.33576,-0.28946
CN46_NN43,9987.158085,7.9038,0.3459,8.0072,0.7224,-3.4876,-3.4406,-4.2325,-4.1748,-0.05315,-0.3154,-0.30467,-0.30466
CN46_NN5,30965.0333,7.9038,0.3459,7.9994,1.1548,-3.4876,-3.4406,-4.4335,-4.1976,-0.05315,-0.3154,-0.30736,-0.30881
CN48_NN1,1153264.172,8.316,1.0752,8.5496,0.4248,-4.1197,-3.7432,-3.1219,-2.5647,-0.04325,-0.30684,-0.32717,-0.32754
CN48_NN16,1801092.844,8.316,1.0752,8.3286,0.767,-4.1197,-3.7432,-3.5813,-3.4765,-0.04325,-0.30684,-0.31049,-0.31056
CN48_NN2,1211532.596,8.316,1.0752,8.3959,0.5129,-4.1197,-3.7432,-3.5558,-3.4929,-0.04325,-0.30684,-0.31246,-0.313
CN48_NN20,583403.1745,8.316,1.0752,7.981,0.8474,-4.1197,-3.7432,-3.947,-3.8515,-0.04325,-0.30684,-0.30166,-0.30171
CN48_NN21,26509.53371,8.316,1.0752,7.8492,1.5286,-4.1197,-3.7432,-4.655,-4.0396,-0.04325,-0.30684,-0.31417,-0.31568
CN48_NN24,2329813.076,8.316,1.0752,7.6441,1.3633,-4.1197,-3.7432,-4.6219,-4.4411,-0.04325,-0.30684,-0.29522,-0.29521
CN48_NN26,1741397.737,8.316,1.0752,8.1436,0.7923,-4.1197,-3.7432,-3.6579,-3.5401,-0.04325,-0.30684,-0.30979,-0.30847
CN48_NN37,10608.48148,8.316,1.0752,8.4752,0.6759,-4.1197,-3.7432,-3.4072,-2.9272,-0.04325,-0.30684,-0.3177,-0.31788
CN48_NN4,43685.74692,8.316,1.0752,8.3098,0.4975,-4.1197,-3.7432,-3.4238,-3.3076,-0.04325,-0.30684,-0.30517,-0.30524
CN48_NN41,1687743.905,8.316,1.0752,4.9774,-2.0076,-4.1197,-3.7432,-0.853,-0.5321,-0.04325,-0.30684,-0.34304,-0.28755
CN48_NN5,450229.7928,8.316,1.0752,7.9994,1.1548,-4.1197,-3.7432,-4.4335,-4.1976,-0.04325,-0.30684,-0.30736,-0.30881
CN48_NN6,1195760.005,8.316,1.0752,8.3099,0.6692,-4.1197,-3.7432,-3.7979,-3.7104,-0.04325,-0.30684,-0.31137,-0.31163
CN48_NN7,22261.50367,8.316,1.0752,9.252,1.4466,-4.1197,-3.7432,-4.3783,-4.279,-0.04325,-0.30684,-0.2966,-0.29661
CN49_NN1,1040813.615,8.2139,0.726,8.5496,0.4248,-3.7691,-3.7309,-3.1219,-2.5647,-0.04072,-0.31485,-0.32717,-0.32754
CN49_NN14,-4238.313779,8.2139,0.726,8.8802,2.4807,-3.7691,-3.7309,-5.0957,-4.2565,-0.04072,-0.31485,-0.27783,-0.27787
CN49_NN16,1540069.235,8.2139,0.726,8.3286,0.767,-3.7691,-3.7309,-3.5813,-3.4765,-0.04072,-0.31485,-0.31049,-0.31056
CN49_NN2,1147506.528,8.2139,0.726,8.3959,0.5129,-3.7691,-3.7309,-3.5558,-3.4929,-0.04072,-0.31485,-0.31246,-0.313
CN49_NN20,528594.4991,8.2139,0.726,7.981,0.8474,-3.7691,-3.7309,-3.947,-3.8515,-0.04072,-0.31485,-0.30166,-0.30171
CN49_NN21,31830.60715,8.2139,0.726,7.8492,1.5286,-3.7691,-3.7309,-4.655,-4.0396,-0.04072,-0.31485,-0.31417,-0.31568
CN49_NN24,1309701.696,8.2139,0.726,7.6441,1.3633,-3.7691,-3.7309,-4.6219,-4.4411,-0.04072,-0.31485,-0.29522,-0.29521
CN49_NN26,1535120.803,8.2139,0.726,8.1436,0.7923,-3.7691,-3.7309,-3.6579,-3.5401,-0.04072,-0.31485,-0.30979,-0.30847
CN49_NN3,1944754.405,8.2139,0.726,8.2182,0.4789,-3.7691,-3.7309,-3.5201,-3.4483,-0.04072,-0.31485,-0.31234,-0.31233
CN49_NN33,1838235.533,8.2139,0.726,8.1078,0.8006,-3.7691,-3.7309,-3.7366,-3.6003,-0.04072,-0.31485,-0.30808,-0.30812
CN49_NN34,615857.2433,8.2139,0.726,8.086,0.7446,-3.7691,-3.7309,-3.6716,-3.6051,-0.04072,-0.31485,-0.30053,-0.30049
CN49_NN37,37331.84582,8.2139,0.726,8.4752,0.6759,-3.7691,-3.7309,-3.4072,-2.9272,-0.04072,-0.31485,-0.3177,-0.31788
CN49_NN4,63671.29985,8.2139,0.726,8.3098,0.4975,-3.7691,-3.7309,-3.4238,-3.3076,-0.04072,-0.31485,-0.30517,-0.30524
CN49_NN40,1111492.321,8.2139,0.726,4.0661,-3.8674,-3.7691,-3.7309,1.1956,1.222,-0.04072,-0.31485,-0.36915,-0.33841
CN49_NN41,1032045.723,8.2139,0.726,4.9774,-2.0076,-3.7691,-3.7309,-0.853,-0.5321,-0.04072,-0.31485,-0.34304,-0.28755
CN49_NN42,440021.3964,8.2139,0.726,4.6889,-2.1237,-3.7691,-3.7309,-0.5179,0.0024,-0.04072,-0.31485,-0.33576,-0.28946
CN49_NN43,837771.4458,8.2139,0.726,8.0072,0.7224,-3.7691,-3.7309,-4.2325,-4.1748,-0.04072,-0.31485,-0.30467,-0.30466
CN49_NN5,394056.9017,8.2139,0.726,7.9994,1.1548,-3.7691,-3.7309,-4.4335,-4.1976,-0.04072,-0.31485,-0.30736,-0.30881
CN49_NN7,17995.25061,8.2139,0.726,9.252,1.4466,-3.7691,-3.7309,-4.3783,-4.279,-0.04072,-0.31485,-0.2966,-0.29661
CN49_NN8,1326115.318,8.2139,0.726,8.289,0.5705,-3.7691,-3.7309,-3.751,-3.7174,-0.04072,-0.31485,-0.30854,-0.3085
CN5_NN1,718560.3087,8.0948,0.3967,8.5496,0.4248,-3.3074,-3.1685,-3.1219,-2.5647,-0.05101,-0.32254,-0.32717,-0.32754
CN5_NN14,16419.8746,8.0948,0.3967,8.8802,2.4807,-3.3074,-3.1685,-5.0957,-4.2565,-0.05101,-0.32254,-0.27783,-0.27787
CN5_NN16,1027953.197,8.0948,0.3967,8.3286,0.767,-3.3074,-3.1685,-3.5813,-3.4765,-0.05101,-0.32254,-0.31049,-0.31056
CN5_NN21,43715.14333,8.0948,0.3967,7.8492,1.5286,-3.3074,-3.1685,-4.655,-4.0396,-0.05101,-0.32254,-0.31417,-0.31568
CN5_NN24,1552029.605,8.0948,0.3967,7.6441,1.3633,-3.3074,-3.1685,-4.6219,-4.4411,-0.05101,-0.32254,-0.29522,-0.29521
CN5_NN26,1508148.98,8.0948,0.3967,8.1436,0.7923,-3.3074,-3.1685,-3.6579,-3.5401,-0.05101,-0.32254,-0.30979,-0.30847
CN5_NN27,1298834.006,8.0948,0.3967,8.1008,1.1642,-3.3074,-3.1685,-4.1943,-4.0623,-0.05101,-0.32254,-0.29912,-0.29912
CN5_NN3,1080671.97,8.0948,0.3967,8.2182,0.4789,-3.3074,-3.1685,-3.5201,-3.4483,-0.05101,-0.32254,-0.31234,-0.31233
CN5_NN33,1651429.256,8.0948,0.3967,8.1078,0.8006,-3.3074,-3.1685,-3.7366,-3.6003,-0.05101,-0.32254,-0.30808,-0.30812
CN5_NN34,527668.7238,8.0948,0.3967,8.086,0.7446,-3.3074,-3.1685,-3.6716,-3.6051,-0.05101,-0.32254,-0.30053,-0.30049
CN5_NN37,40379.60601,8.0948,0.3967,8.4752,0.6759,-3.3074,-3.1685,-3.4072,-2.9272,-0.05101,-0.32254,-0.3177,-0.31788
